,Unnamed: 0,dataset,combina_1,train.shape,test.shape,f1,recall,combinations,combina_2,train.shape.1,mean,std,min,max,scores_kfold
496,88,detoxis21_sarcasm,37,"(2770, 2)","(693, 2)",0.6082848837209303,0.624689518132141,"['exist21', 'haha21', 'meoffendes21', 'mexa3t18_aggress']",37,"(2770, 2)",0.6386599700464499,0.0499808088903539,0.5448842419716206,0.6750733137829912,"[0.5448842419716206, 0.6288216279753159, 0.6750733137829912, 0.6750733137829912, 0.6694473527193309]"
497,89,detoxis21_sarcasm,38,"(2770, 2)","(693, 2)",0.6082848837209303,0.6171137605563835,"['davincis22', 'exist21', 'haha21', 'meoffendes21', 'mexa3t18_aggress', 'misogyny_centrogeo', 'metwo22']",38,"(2770, 2)",0.6386494789432277,0.0505744955604246,0.5448842419716206,0.6848404860510626,"[0.5448842419716206, 0.6288216279753159, 0.6750733137829912, 0.6848404860510626, 0.6596277249351477]"
498,90,detoxis21_sarcasm,39,"(2770, 2)","(693, 2)",0.6175649628498077,0.624689518132141,"['davincis22', 'detoxis21_aggressiveness', 'haha21', 'meoffendes21', 'metwo22', 'haha18']",39,"(2770, 2)",0.6386599700464499,0.0499808088903539,0.5448842419716206,0.6750733137829912,"[0.5448842419716206, 0.6288216279753159, 0.6750733137829912, 0.6750733137829912, 0.6694473527193309]"
499,91,detoxis21_sarcasm,40,"(2770, 2)","(693, 2)",0.6194767441860465,0.6171137605563835,"['exist21', 'metwo22', 'haha18']",40,"(2770, 2)",0.6387963022278834,0.0487560123289234,0.5448842419716206,0.6750733137829912,"[0.5448842419716206, 0.6393229166666667, 0.6750733137829912, 0.6750733137829912, 0.6596277249351477]"
500,92,detoxis21_sarcasm,41,"(2770, 2)","(693, 2)",0.6194767441860465,0.6171137605563835,"['davincis22', 'exist21', 'meoffendes21', 'misogyny_centrogeo']",41,"(2770, 2)",0.6331401301484426,0.0463137722220435,0.5448842419716206,0.6750733137829912,"[0.5448842419716206, 0.6312461370227738, 0.6548692330296797, 0.6750733137829912, 0.6596277249351477]"
501,93,detoxis21_sarcasm,42,"(2770, 2)","(693, 2)",0.6194767441860465,0.6171137605563835,"['exist21', 'mexa3t18_aggress', 'metwo22', 'haha18']",42,"(2770, 2)",0.6366960444896133,0.0489140165636242,0.5448842419716206,0.6750733137829912,"[0.5448842419716206, 0.6288216279753159, 0.6750733137829912, 0.6750733137829912, 0.6596277249351477]"
502,94,detoxis21_sarcasm,43,"(2770, 2)","(693, 2)",0.6175649628498077,0.624689518132141,"['davincis22', 'detoxis21_aggressiveness', 'haha21', 'meoffendes21', 'mexa3t18_aggress', 'misogyny_centrogeo', 'metwo22']",43,"(2770, 2)",0.6406134045000643,0.0515325823382146,0.5448842419716206,0.6848404860510626,"[0.5448842419716206, 0.6288216279753159, 0.6750733137829912, 0.6848404860510626, 0.6694473527193309]"
503,95,detoxis21_sarcasm,44,"(2770, 2)","(693, 2)",0.6082848837209303,0.624689518132141,"['exist21', 'haha21', 'mexa3t18_aggress', 'metwo22']",44,"(2770, 2)",0.6386599700464499,0.0499808088903539,0.5448842419716206,0.6750733137829912,"[0.5448842419716206, 0.6288216279753159, 0.6750733137829912, 0.6750733137829912, 0.6694473527193309]"
504,96,detoxis21_sarcasm,45,"(2770, 2)","(693, 2)",0.6194767441860465,0.6171137605563835,"['exist21', 'mexa3t18_aggress', 'haha18']",45,"(2770, 2)",0.6366960444896133,0.0489140165636242,0.5448842419716206,0.6750733137829912,"[0.5448842419716206, 0.6288216279753159, 0.6750733137829912, 0.6750733137829912, 0.6596277249351477]"
505,97,detoxis21_sarcasm,46,"(2770, 2)","(693, 2)",0.6194767441860465,0.6171137605563835,"['detoxis21_aggressiveness', 'exist21', 'meoffendes21', 'misogyny_centrogeo']",46,"(2770, 2)",0.6366960444896133,0.0489140165636242,0.5448842419716206,0.6750733137829912,"[0.5448842419716206, 0.6288216279753159, 0.6750733137829912, 0.6750733137829912, 0.6596277249351477]"
506,98,detoxis21_sarcasm,47,"(2770, 2)","(693, 2)",0.6175649628498077,0.6171137605563835,"['detoxis21_aggressiveness', 'misogyny_centrogeo', 'metwo22', 'haha18']",47,"(2770, 2)",0.6346984948282532,0.0474891654214209,0.5448842419716206,0.6750733137829912,"[0.5448842419716206, 0.6288216279753159, 0.6750733137829912, 0.6650855654761905, 0.6596277249351477]"
507,99,detoxis21_sarcasm,48,"(2770, 2)","(693, 2)",0.6194767441860465,0.624689518132141,"['davincis22', 'detoxis21_aggressiveness', 'meoffendes21', 'metwo22', 'haha18']",48,"(2770, 2)",0.6371473221945814,0.0485994201738801,0.5448842419716206,0.6750733137829912,"[0.5448842419716206, 0.6312461370227738, 0.6750733137829912, 0.6650855654761905, 0.6694473527193309]"
508,100,detoxis21_sarcasm,49,"(2770, 2)","(693, 2)",0.6082848837209303,0.624689518132141,"['detoxis21_aggressiveness', 'exist21', 'haha21', 'meoffendes21']",49,"(2770, 2)",0.6386599700464499,0.0499808088903539,0.5448842419716206,0.6750733137829912,"[0.5448842419716206, 0.6288216279753159, 0.6750733137829912, 0.6750733137829912, 0.6694473527193309]"
509,101,detoxis21_sarcasm,50,"(2770, 2)","(693, 2)",0.6175649628498077,0.6171137605563835,[],50,"(2770, 2)",0.6366960444896133,0.0489140165636242,0.5448842419716206,0.6750733137829912,"[0.5448842419716206, 0.6288216279753159, 0.6750733137829912, 0.6750733137829912, 0.6596277249351477]"
510,0,semeval2018_anger,0,"(1359, 6)","(627, 6)",0.422183935823669,0.441802824243681,"['detoxis21_aggressiveness', 'haha21', 'mexa3t18_aggress', 'metwo22', 'haha18']",0,"(1359, 6)",0.3988212696402035,0.0164932935804351,0.3755471676653942,0.4192215846552906,"[0.4192215846552906, 0.387506833588454, 0.415232507605389, 0.37554716766539425, 0.39659825468648996]"
511,1,semeval2018_anger,1,"(1359, 6)","(627, 6)",0.4219556248457614,0.4563041462178291,"['davincis22', 'meoffendes21', 'mexa3t18_aggress', 'haha18']",1,"(1359, 6)",0.403851748010832,0.0250629089416361,0.3705507483228993,0.4382644845661932,"[0.43826448456619327, 0.37993119601815256, 0.41249570503994726, 0.3705507483228993, 0.41801660610696756]"
512,2,semeval2018_anger,2,"(1359, 6)","(627, 6)",0.4042603552345887,0.4338073287481855,"['detoxis21_aggressiveness', 'haha21', 'meoffendes21', 'misogyny_centrogeo']",2,"(1359, 6)",0.3976366007140942,0.0293381053664248,0.3730233309166373,0.455278422056086,"[0.45527842205608604, 0.3730233309166373, 0.38808038932948813, 0.38384702341760546, 0.3879538378506539]"
513,3,semeval2018_anger,3,"(1359, 6)","(627, 6)",0.4257811334592331,0.438677824243681,"['detoxis21_aggressiveness', 'exist21', 'haha21', 'metwo22']",3,"(1359, 6)",0.3959701423093236,0.0068503098496141,0.385504441044295,0.4040461228316075,"[0.40404612283160757, 0.391712962962963, 0.402429445063198, 0.385504441044295, 0.39615773964455475]"
514,4,semeval2018_anger,4,"(1359, 6)","(627, 6)",0.4165610805860712,0.4505352699246562,"['davincis22', 'detoxis21_aggressiveness', 'exist21', 'haha21', 'meoffendes21', 'mexa3t18_aggress', 'metwo22']",4,"(1359, 6)",0.4119597472568741,0.0223064574614587,0.3896604813557699,0.4481535218715785,"[0.42717359667359667, 0.39383246231482494, 0.4481535218715785, 0.3896604813557699, 0.40097867406860077]"
515,5,semeval2018_anger,5,"(1359, 6)","(627, 6)",0.4110954656066035,0.4431823287481856,"['davincis22', 'detoxis21_aggressiveness', 'exist21', 'haha21', 'meoffendes21']",5,"(1359, 6)",0.4052140859845846,0.0221166528587735,0.3764596080892439,0.4423907757807214,"[0.4423907757807214, 0.396070653221683, 0.41431949380294175, 0.37645960808924395, 0.3968298990283334]"
516,6,semeval2018_anger,6,"(1359, 6)","(627, 6)",0.4149931477967531,0.444446700536854,"['davincis22', 'exist21', 'haha21', 'mexa3t18_aggress', 'metwo22', 'haha18']",6,"(1359, 6)",0.4043390211993539,0.0252080902879514,0.3808427656378989,0.4500525688102187,"[0.40155906362446553, 0.38084276563789893, 0.4500525688102187, 0.3816049117991823, 0.4076357961250048]"
517,7,semeval2018_anger,7,"(1359, 6)","(627, 6)",0.4036146415612435,0.4645298351420475,"['davincis22', 'meoffendes21', 'mexa3t18_aggress', 'misogyny_centrogeo', 'haha18']",7,"(1359, 6)",0.4039730286762983,0.0275569275229539,0.3626830656686772,0.4388136886727978,"[0.4388136886727978, 0.36268306566867725, 0.4089043802100335, 0.38408353810304513, 0.4253804707269381]"
518,8,semeval2018_anger,8,"(1359, 6)","(627, 6)",0.4225857708133856,0.453179146217829,"['davincis22', 'exist21', 'haha21', 'mexa3t18_aggress', 'misogyny_centrogeo', 'haha18']",8,"(1359, 6)",0.3977512856134836,0.0238224663591482,0.3657883936481723,0.4241009067247184,"[0.4123447964802097, 0.3657883936481723, 0.42410090672471845, 0.3724245679132897, 0.414097763301028]"
519,9,semeval2018_anger,9,"(1359, 6)","(627, 6)",0.4052781425597828,0.4392996417133246,"['davincis22', 'exist21', 'meoffendes21']",9,"(1359, 6)",0.3929437898629811,0.0185985853987839,0.3653087149834636,0.4180093311404007,"[0.41800933114040073, 0.3798042269197554, 0.4053547731224822, 0.3653087149834636, 0.39624190314880336]"
520,10,semeval2018_anger,10,"(1359, 6)","(627, 6)",0.4199596549870635,0.4447920266814129,"['detoxis21_aggressiveness', 'haha21', 'mexa3t18_aggress']",10,"(1359, 6)",0.3918403350656952,0.0176007470852543,0.3648584905660377,0.4152350576692148,"[0.41523505766921487, 0.384652133580705, 0.4062799157219639, 0.36485849056603775, 0.38817607779055463]"
521,11,semeval2018_anger,11,"(1359, 6)","(627, 6)",0.4061596454696356,0.4344035131678994,"['davincis22', 'detoxis21_aggressiveness', 'meoffendes21', 'mexa3t18_aggress', 'misogyny_centrogeo', 'metwo22']",11,"(1359, 6)",0.393651401629123,0.0212566969351224,0.3701569437757449,0.4194231351047592,"[0.41942313510475926, 0.37503632269078496, 0.4185994712390734, 0.37015694377574493, 0.3850411353352529]"
522,12,semeval2018_anger,12,"(1359, 6)","(627, 6)",0.4176435717467193,0.460589617750743,"['exist21', 'haha21', 'mexa3t18_aggress', 'misogyny_centrogeo']",12,"(1359, 6)",0.3952482726972219,0.0188455817015108,0.3724860768011616,0.4216291907650349,"[0.4017972878808209, 0.3748815982089039, 0.40544720983018845, 0.37248607680116164, 0.42162919076503497]"
523,13,semeval2018_anger,13,"(1359, 6)","(627, 6)",0.4129150949901964,0.4491813984700813,"['meoffendes21', 'metwo22', 'haha18']",13,"(1359, 6)",0.3948327698388419,0.0243541787991344,0.3624459719776451,0.4176975772765247,"[0.4176975772765247, 0.3682795508775901, 0.41723742312009926, 0.3624459719776451, 0.40850332594235034]"
524,14,semeval2018_anger,14,"(1359, 6)","(627, 6)",0.4228652746679981,0.4467101132462385,"['davincis22', 'exist21', 'mexa3t18_aggress', 'misogyny_centrogeo', 'metwo22']",14,"(1359, 6)",0.4023726137458689,0.0192506580687502,0.3788632829999736,0.4239774298058285,"[0.4230361091249798, 0.3788632829999736, 0.42397742980582853, 0.3822564397472146, 0.4037298070513483]"
525,15,semeval2018_anger,15,"(1359, 6)","(627, 6)",0.41466415768554,0.4154233197391765,"['davincis22', 'detoxis21_aggressiveness', 'exist21', 'misogyny_centrogeo', 'metwo22']",15,"(1359, 6)",0.3902752787122791,0.0158267489164316,0.3650872859983293,0.4107423511740058,"[0.4107423511740058, 0.3910215588179748, 0.4020257452574526, 0.3824994523136326, 0.36508728599832935]"
526,16,semeval2018_anger,16,"(1359, 6)","(627, 6)",0.4170361601607746,0.4529601132462385,"['haha21', 'mexa3t18_aggress', 'misogyny_centrogeo', 'metwo22']",16,"(1359, 6)",0.4016132485201972,0.0203529677362106,0.3747080478650212,0.4266571422857514,"[0.4114289636238847, 0.38042928014579325, 0.42665714228575147, 0.3747080478650212, 0.41484280868053547]"
527,17,semeval2018_anger,17,"(1359, 6)","(627, 6)",0.4175042028771945,0.4507078609939863,"['davincis22', 'exist21', 'metwo22']",17,"(1359, 6)",0.4007048034390211,0.0214468731399741,0.3640931702674065,0.4259627039627039,"[0.41267715915865066, 0.3909631017945137, 0.42596270396270397, 0.36409317026740656, 0.40982788201183057]"
528,18,semeval2018_anger,18,"(1359, 6)","(627, 6)",0.3938224567860798,0.4581647744291606,"['detoxis21_aggressiveness', 'haha21', 'meoffendes21', 'haha18']",18,"(1359, 6)",0.4040455884847963,0.0289298690959762,0.3757238627774342,0.4560281931183571,"[0.4560281931183571, 0.3799711237667442, 0.39715625849723557, 0.3757238627774342, 0.41134850426421044]"
529,19,semeval2018_anger,19,"(1359, 6)","(627, 6)",0.4030152075605356,0.4420330176724039,"['detoxis21_aggressiveness', 'meoffendes21', 'mexa3t18_aggress', 'misogyny_centrogeo', 'haha18']",19,"(1359, 6)",0.3902217910209075,0.0179203585312977,0.3638221228078582,0.4159960487196719,"[0.4159960487196719, 0.3638221228078582, 0.4009112392211669, 0.3788836371622589, 0.3914959071935816]"
530,20,semeval2018_anger,20,"(1359, 6)","(627, 6)",0.4116774964924967,0.4344291462178291,"['davincis22', 'haha21', 'misogyny_centrogeo', 'metwo22']",20,"(1359, 6)",0.3989414261302869,0.0245625242996727,0.3684952627735528,0.4351259610462544,"[0.4194786229682458, 0.38322300554007865, 0.43512596104625445, 0.3684952627735528, 0.38838427832330275]"
531,21,semeval2018_anger,21,"(1359, 6)","(627, 6)",0.4264438874473204,0.4358293875717149,"['davincis22', 'detoxis21_aggressiveness', 'haha21', 'mexa3t18_aggress', 'metwo22', 'haha18']",21,"(1359, 6)",0.4015908516376132,0.0246565930736525,0.3628295778295778,0.4360367034095848,"[0.4157569181253472, 0.40379258422736686, 0.4360367034095848, 0.3628295778295778, 0.38953847459618973]"
532,22,semeval2018_anger,22,"(1359, 6)","(627, 6)",0.4231210843138947,0.4375285131678994,"['davincis22', 'detoxis21_aggressiveness', 'exist21', 'mexa3t18_aggress', 'misogyny_centrogeo', 'haha18']",22,"(1359, 6)",0.3933117255941945,0.014730110486174,0.3736488228293765,0.414040123416628,"[0.414040123416628, 0.3736488228293765, 0.40600048597294625, 0.38388605495927147, 0.3889831407927501]"
533,23,semeval2018_anger,23,"(1359, 6)","(627, 6)",0.4145573666320818,0.4344610435243428,"['detoxis21_aggressiveness', 'exist21', 'misogyny_centrogeo', 'metwo22', 'haha18']",23,"(1359, 6)",0.3974731413641085,0.0125811533136286,0.3837592381807396,0.4211168359199855,"[0.4211168359199855, 0.3938825740384494, 0.3966853990109804, 0.38375923818073965, 0.3919216596703875]"
534,24,semeval2018_anger,24,"(1359, 6)","(627, 6)",0.4170648017180157,0.4221800764959333,"['davincis22', 'exist21', 'meoffendes21', 'misogyny_centrogeo', 'metwo22', 'haha18']",24,"(1359, 6)",0.391300236579887,0.0178577077789733,0.3689310306433632,0.414137832690773,"[0.4101061816970908, 0.37759257184994355, 0.414137832690773, 0.38573356601826425, 0.3689310306433632]"
535,25,semeval2018_anger,25,"(1359, 6)","(627, 6)",0.4102898262833767,0.4480320873942996,"['mexa3t18_aggress', 'misogyny_centrogeo', 'haha18']",25,"(1359, 6)",0.3976519382077427,0.0244743979266213,0.3657563025210084,0.4262493965813044,"[0.42624939658130445, 0.36575630252100844, 0.42253042254176554, 0.37445128994994226, 0.39927227944469323]"
536,26,semeval2018_anger,26,"(1359, 6)","(627, 6)",0.414113978906067,0.4560275828897951,"['davincis22', 'detoxis21_aggressiveness', 'exist21', 'mexa3t18_aggress']",26,"(1359, 6)",0.4049415723797322,0.0148003970028497,0.3848656233045958,0.423056338028169,"[0.41201964657040624, 0.38486562330459584, 0.423056338028169, 0.3901177311286616, 0.4146485228668282]"
537,27,semeval2018_anger,27,"(1359, 6)","(627, 6)",0.4166677229464173,0.423052824243681,"['davincis22', 'detoxis21_aggressiveness', 'mexa3t18_aggress', 'misogyny_centrogeo']",27,"(1359, 6)",0.3853661846172939,0.0184038924725999,0.3674052396878483,0.4080628446286809,"[0.4080628446286809, 0.36740523968784833, 0.4073576289923928, 0.36926506765067646, 0.3747401421268709]"
538,28,semeval2018_anger,28,"(1359, 6)","(627, 6)",0.4172169024619253,0.4358293875717149,"['davincis22', 'detoxis21_aggressiveness', 'exist21', 'haha21']",28,"(1359, 6)",0.4008694986498657,0.0239550702739308,0.3593480274178611,0.4245238591282759,"[0.42377875317271496, 0.40325352954420546, 0.42452385912827595, 0.3593480274178611, 0.39344332398627135]"
539,29,semeval2018_anger,29,"(1359, 6)","(627, 6)",0.4032871514964881,0.4468140855049423,"['detoxis21_aggressiveness', 'haha21', 'meoffendes21']",29,"(1359, 6)",0.4009221687787591,0.0241104836678251,0.3814172934008605,0.4473256651415015,"[0.4473256651415015, 0.38316419133975543, 0.39354729442586234, 0.38141729340086056, 0.39915639958581584]"
540,30,semeval2018_anger,30,"(1359, 6)","(627, 6)",0.4257774323098847,0.4509268939655768,"['mexa3t18_aggress', 'metwo22', 'haha18']",30,"(1359, 6)",0.3976833434746539,0.0159840699617913,0.3748278460765227,0.4203428470507253,"[0.39644381515226135, 0.3874681541968692, 0.42034284705072533, 0.37482784607652275, 0.4093340548968908]"
541,31,semeval2018_anger,31,"(1359, 6)","(627, 6)",0.4282576725614437,0.4420330176724039,"['davincis22', 'detoxis21_aggressiveness', 'exist21', 'haha21', 'meoffendes21', 'mexa3t18_aggress', 'misogyny_centrogeo']",31,"(1359, 6)",0.3967149992202835,0.0136570079567816,0.3768692641885039,0.4180773537772417,"[0.4035693907280191, 0.3768692641885039, 0.41807735377724176, 0.3929456335188468, 0.39211335388880614]"
542,32,semeval2018_anger,32,"(1359, 6)","(627, 6)",0.4140105931963301,0.4397807654201516,"['detoxis21_aggressiveness', 'exist21', 'mexa3t18_aggress', 'misogyny_centrogeo', 'haha18']",32,"(1359, 6)",0.3934622612567307,0.0058616546214961,0.3833659378596087,0.3995189032682392,"[0.3983970404118474, 0.38336593785960876, 0.39951890326823924, 0.3950669880108044, 0.3909624367331538]"
543,33,semeval2018_anger,33,"(1359, 6)","(627, 6)",0.422292070751482,0.4517421113568812,"['exist21', 'haha21', 'meoffendes21', 'mexa3t18_aggress', 'metwo22', 'haha18']",33,"(1359, 6)",0.4019317516695874,0.0161405570653826,0.3877881179060525,0.4298425707414472,"[0.39353619073245344, 0.3883230484526863, 0.42984257074144727, 0.38778811790605255, 0.4101688305152979]"
544,34,semeval2018_anger,34,"(1359, 6)","(627, 6)",0.4174268957434463,0.4477443636091334,"['davincis22', 'meoffendes21', 'mexa3t18_aggress', 'metwo22', 'haha18']",34,"(1359, 6)",0.3932388602902859,0.026176946917011,0.345688275310124,0.4179904633545892,"[0.41466663347798066, 0.38712839252407605, 0.4179904633545892, 0.345688275310124, 0.4007205367846595]"
545,35,semeval2018_anger,35,"(1359, 6)","(627, 6)",0.4248014013336995,0.4349566398239671,"['davincis22', 'detoxis21_aggressiveness', 'haha21', 'metwo22', 'haha18']",35,"(1359, 6)",0.4017374637877801,0.0173442806771638,0.3751770811417351,0.4223958333333333,"[0.4223958333333333, 0.40770002180074116, 0.4146753113100752, 0.3751770811417351, 0.3887390713530159]"
546,36,semeval2018_anger,36,"(1359, 6)","(627, 6)",0.4245622987768581,0.4538328609939863,"['exist21', 'mexa3t18_aggress', 'metwo22']",36,"(1359, 6)",0.4016514759005437,0.0133058372438917,0.3824498829436056,0.4178751685289129,"[0.4031893282366589, 0.3824498829436056, 0.41787516852891293, 0.39119305433616236, 0.41354994545737883]"
547,37,semeval2018_anger,37,"(1359, 6)","(627, 6)",0.4163898501727181,0.4614048351420474,"['exist21', 'haha21', 'meoffendes21', 'mexa3t18_aggress']",37,"(1359, 6)",0.4100475069100344,0.0138461936661954,0.3919916585450308,0.4264105787361602,"[0.4264105787361602, 0.3919916585450308, 0.41643764583873477, 0.3951897263629866, 0.42020792506726007]"
548,38,semeval2018_anger,38,"(1359, 6)","(627, 6)",0.4154370331843133,0.4443428002810995,"['davincis22', 'exist21', 'haha21', 'meoffendes21', 'mexa3t18_aggress', 'misogyny_centrogeo', 'metwo22']",38,"(1359, 6)",0.4019704970091178,0.0156411804568959,0.3878098746729101,0.4322044846581276,"[0.4003419442399706, 0.3878098746729101, 0.43220448465812766, 0.39384340640444915, 0.3956527750701313]"
549,39,semeval2018_anger,39,"(1359, 6)","(627, 6)",0.4087784369531925,0.429579387571715,"['davincis22', 'detoxis21_aggressiveness', 'haha21', 'meoffendes21', 'metwo22', 'haha18']",39,"(1359, 6)",0.4020074150375459,0.0297191468500313,0.3713161631973347,0.4544773167993468,"[0.4544773167993468, 0.3882061976952488, 0.41381112733960834, 0.37131616319733474, 0.38222627015619093]"
550,40,semeval2018_anger,40,"(1359, 6)","(627, 6)",0.424290995144307,0.4645873654984908,"['exist21', 'metwo22', 'haha18']",40,"(1359, 6)",0.4016940521417989,0.0209958072862964,0.3705229616792911,0.4298783204418154,"[0.41146855459355464, 0.3856599478038572, 0.4109404761904762, 0.3705229616792911, 0.4298783204418154]"
551,41,semeval2018_anger,41,"(1359, 6)","(627, 6)",0.4087463969539398,0.4295905480288472,"['davincis22', 'exist21', 'meoffendes21', 'misogyny_centrogeo']",41,"(1359, 6)",0.3882995202198911,0.0190160708847852,0.3667164106185572,0.4167851210161679,"[0.41678512101616794, 0.37423195015261856, 0.40427619095814554, 0.3667164106185572, 0.3794879283539665]"
552,42,semeval2018_anger,42,"(1359, 6)","(627, 6)",0.4214581544801251,0.4623351132462385,"['exist21', 'mexa3t18_aggress', 'metwo22', 'haha18']",42,"(1359, 6)",0.3958140434889421,0.0193085364904547,0.3755254910953144,0.4252377649411159,"[0.3925990300392, 0.3761378547134774, 0.40957007665560297, 0.37552549109531447, 0.4252377649411159]"
553,43,semeval2018_anger,43,"(1359, 6)","(627, 6)",0.4110340991693739,0.423052824243681,"['davincis22', 'detoxis21_aggressiveness', 'haha21', 'meoffendes21', 'mexa3t18_aggress', 'misogyny_centrogeo', 'metwo22']",43,"(1359, 6)",0.3938108621186119,0.0227703754588413,0.3706666322175742,0.4240233315734086,"[0.4187669459940368, 0.375747294000089, 0.42402333157340866, 0.37985010680795084, 0.37066663221757423]"
554,44,semeval2018_anger,44,"(1359, 6)","(627, 6)",0.4226986350551754,0.456900330637543,"['exist21', 'haha21', 'mexa3t18_aggress', 'metwo22']",44,"(1359, 6)",0.3999774256493593,0.0193165149362941,0.3772290628256033,0.4268781435259672,"[0.39910366826582094, 0.38075455408788744, 0.4268781435259672, 0.37722906282560337, 0.41592169954151753]"
555,45,semeval2018_anger,45,"(1359, 6)","(627, 6)",0.4216823910829756,0.460589617750743,"['exist21', 'mexa3t18_aggress', 'haha18']",45,"(1359, 6)",0.4016121718414457,0.0186588447962809,0.3790000940921867,0.4210408804105292,"[0.4092222847144107, 0.3795964034095679, 0.419201196580534, 0.37900009409218677, 0.4210408804105292]"
556,46,semeval2018_anger,46,"(1359, 6)","(627, 6)",0.40072463983292,0.4397807654201516,"['detoxis21_aggressiveness', 'exist21', 'meoffendes21', 'misogyny_centrogeo']",46,"(1359, 6)",0.3922987600607627,0.0108703332681353,0.3778673037243375,0.4110392295876167,"[0.41103922958761674, 0.38689856021340385, 0.3919524189261031, 0.3778673037243375, 0.3937362878523524]"
557,47,semeval2018_anger,47,"(1359, 6)","(627, 6)",0.4010951726161109,0.4398382957765949,"['detoxis21_aggressiveness', 'misogyny_centrogeo', 'metwo22', 'haha18']",47,"(1359, 6)",0.3976631186605658,0.0232711215858957,0.3692669172932331,0.4287829267616055,"[0.4287829267616055, 0.3692669172932331, 0.418251393476583, 0.37511360591885023, 0.3969007498525571]"
558,48,semeval2018_anger,48,"(1359, 6)","(627, 6)",0.4104839176300178,0.4465375221769083,"['davincis22', 'detoxis21_aggressiveness', 'meoffendes21', 'metwo22', 'haha18']",48,"(1359, 6)",0.4036477714522467,0.0268833670939347,0.3694814813721554,0.4389034824518696,"[0.4389034824518696, 0.3843366778149387, 0.4309841884579162, 0.3694814813721554, 0.3945330271643541]"
559,49,semeval2018_anger,49,"(1359, 6)","(627, 6)",0.4089585063960055,0.438954387571715,"['detoxis21_aggressiveness', 'exist21', 'haha21', 'meoffendes21']",49,"(1359, 6)",0.4077910401599703,0.0253423227093302,0.3816670020626854,0.4493834247042843,"[0.4493834247042843, 0.38166700206268545, 0.424207621788267, 0.38861235059047006, 0.3950848016541447]"
560,50,semeval2018_anger,50,"(1359, 6)","(627, 6)",0.4203495973985943,0.4535244003594387,[],50,"(1359, 6)",0.399886050680863,0.0238734613739886,0.3674718196457327,0.4308463579012312,"[0.4098701298701299, 0.37685365858152575, 0.43084635790123127, 0.3674718196457327, 0.41438828740569555]"
561,0,detoxis21_toxicity,0,"(2770, 2)","(693, 2)",0.6963472441676736,0.6847324017543605,"['detoxis21_aggressiveness', 'haha21', 'mexa3t18_aggress', 'metwo22', 'haha18']",0,"(2770, 2)",0.7053458006759937,0.018412560426285,0.6917232130346884,0.7403075515920654,"[0.691967323387263, 0.7075518569121848, 0.7403075515920654, 0.6917232130346884, 0.6951790584537678]"
562,1,detoxis21_toxicity,1,"(2770, 2)","(693, 2)",0.6897777543711818,0.6751446181643329,"['davincis22', 'meoffendes21', 'mexa3t18_aggress', 'haha18']",1,"(2770, 2)",0.6923660067773807,0.0101759662738556,0.6833510247407529,0.7121546259626599,"[0.6891723167859908, 0.6903029730410684, 0.7121546259626599, 0.6868490933564315, 0.6833510247407529]"
563,2,detoxis21_toxicity,2,"(2770, 2)","(693, 2)",0.6950276770376026,0.6670722289411182,"['detoxis21_aggressiveness', 'haha21', 'meoffendes21', 'misogyny_centrogeo']",2,"(2770, 2)",0.7029312285894816,0.0228478074492876,0.6747347260942427,0.7436469285269978,"[0.6914157500823749, 0.7059071975201008, 0.7436469285269978, 0.6989515407236926, 0.6747347260942427]"
564,3,detoxis21_toxicity,3,"(2770, 2)","(693, 2)",0.6963472441676736,0.6779714115024261,"['detoxis21_aggressiveness', 'exist21', 'haha21', 'metwo22']",3,"(2770, 2)",0.7020187572144652,0.015451143804646,0.6875549683500621,0.7310394004217681,"[0.6908904331404536, 0.7028118110945349, 0.7310394004217681, 0.6977971730655073, 0.6875549683500621]"
565,4,detoxis21_toxicity,4,"(2770, 2)","(693, 2)",0.6963472441676736,0.6792318116248234,"['davincis22', 'detoxis21_aggressiveness', 'exist21', 'haha21', 'meoffendes21', 'mexa3t18_aggress', 'metwo22']",4,"(2770, 2)",0.7042033726678334,0.0187523134877906,0.6881801125703565,0.7403058479981557,"[0.691967323387263, 0.7032511489255993, 0.7403058479981557, 0.6973124304577922, 0.6881801125703565]"
566,5,detoxis21_toxicity,5,"(2770, 2)","(693, 2)",0.6963472441676736,0.6725218202217721,"['davincis22', 'detoxis21_aggressiveness', 'exist21', 'haha21', 'meoffendes21']",5,"(2770, 2)",0.7021473548947738,0.017629585542515,0.6811192425612893,0.7343997321319858,"[0.6984732973878858, 0.7022201448936667, 0.7343997321319858, 0.694524357499041, 0.6811192425612893]"
567,6,detoxis21_toxicity,6,"(2770, 2)","(693, 2)",0.6947418397626113,0.6819056084162671,"['davincis22', 'exist21', 'haha21', 'mexa3t18_aggress', 'metwo22', 'haha18']",6,"(2770, 2)",0.6920283544224448,0.0085758545882094,0.682244011689837,0.7078902500509954,"[0.6914157500823749, 0.682244011689837, 0.7078902500509954, 0.6877013271485632, 0.6908904331404536]"
568,7,detoxis21_toxicity,7,"(2770, 2)","(693, 2)",0.6874302670623145,0.6711084235527255,"['davincis22', 'meoffendes21', 'mexa3t18_aggress', 'misogyny_centrogeo', 'haha18']",7,"(2770, 2)",0.6866470747104387,0.0128731464363986,0.6749303212556843,0.7098112385154485,"[0.6780351882811879, 0.6914157500823749, 0.7098112385154485, 0.6749303212556843, 0.6790428754174977]"
